1 31630 5.168315550864155
1 29145 5.058060014497329
1 37974 5.051351822234077
1 30313 5.011843581373464
1 42627 5.002634661080419
1 53671 4.9636518686270215
1 53808 4.95537273254197
1 77312 4.945499721589982
1 32238 4.936789157755696
1 65365 4.911352229282322
1 31169 4.879802237341779
1 17055 4.867262522003095
1 23602 4.863335530476639
1 13111 4.863279123190514
1 29949 4.852123483961797
1 83947 4.84373142330706
1 46203 4.8423480299907
1 99796 4.841397958163012
1 113449 4.832614430393576
1 83575 4.829880107092858
1 88628 4.82850609404879
1 31699 4.821038626577332
1 87432 4.813471636246284
1 54541 4.802961238908978
1 66491 4.794327864857582
2 96028 5.312948252794092
2 63426 5.310980669927463
2 36779 5.283034648030474
2 92977 5.220603213650492
2 25481 5.1471065578343635
2 36594 5.136407016129523
2 67020 5.095068305130399
2 51734 5.080988909199428
2 15659 5.070981440453155
2 109881 5.060973726380051
2 48310 5.031420167930969
2 15186 4.997309623717375
2 79011 4.9941705757830785
2 60341 4.981716298424022
2 10595 4.958088362129242
2 25366 4.9541399261764365
2 67528 4.950896173252623
2 104533 4.9489657951923505
2 8800 4.916402808975144
2 67543 4.915241887696336
2 25314 4.899479054105747
2 45050 4.895963727085007
2 82889 4.895446731607485
2 125269 4.892572867433286
2 3594 4.890462733327464
3 28479 5.771679675701149
3 83843 5.723361027985902
3 28059 5.59625518878949
3 768 5.571935696270684
3 65694 5.460606862629303
3 26683 5.450769146414851
3 762 5.449195850352589
3 29431 5.446324229768782
3 6372 5.4277849956853395
3 29689 5.352315484767402
3 49187 5.298667719221579
3 107302 5.296314670099568
3 27083 5.283401088346083
3 15053 5.282054817796603
3 16143 5.279916689874921
3 16005 5.276180763283335
3 29086 5.2698055198859235
3 14304 5.268472114197369
3 16222 5.237463846784166
3 104184 5.236497331317672
3 32429 5.236059909700343
3 28836 5.234887820872398
3 65697 5.228543484444755
3 96401 5.217095297504513
3 28223 5.178861719695899
4 49325 5.603594760139472
4 80527 5.579932404629974
4 52615 5.40336770322784
4 87777 5.396733999173655
4 53667 5.36859305809759
4 53721 5.3522764999079335
4 11072 5.298058878071799
4 37059 5.256142538066289
4 130865 5.246459933336099
4 107293 5.245350336615899
4 129411 5.2445517022150385
4 54389 5.220901078505675
4 53869 5.205273452798947
4 86380 5.20102429082543
4 2602 5.185615837278607
4 110689 5.164933855618994
4 47499 5.15710938858942
4 1947 5.148835557467256
4 107688 5.145610314495019
4 34986 5.14350995440397
4 31532 5.140923838397115
4 99179 5.1347809265822475
4 38834 5.1306418808205425
4 98328 5.130586629800889
4 11041 5.126242617268407
5 124748 4.804946464835373
5 96895 4.780161210484626
5 11497 4.7306381133835895
5 66340 4.695565361376213
5 114696 4.653934378354388
5 114713 4.636428133477365
5 67567 4.616040489305165
5 38717 4.6013136018540095
5 81948 4.5944671291716634
5 114725 4.591470337110035
5 114724 4.588555008977633
5 114693 4.588331398195064
5 114706 4.576561764607993
5 114719 4.5753548559335675
5 114707 4.560798241191391
5 114698 4.549548713201062
5 114681 4.547040469614761
5 93645 4.5456643596473745
5 114689 4.535745396148136
5 42913 4.533750194611768
5 57564 4.5332052715993125
5 111139 4.526309736868668
5 97922 4.516970787350609
5 29336 4.514844174716749
5 114727 4.510059533564226
6 43995 5.538255219413566
6 20874 5.492766387526447
6 81581 5.446367030898754
6 31316 5.421928799903851
6 114737 5.407037064352763
6 66315 5.399697070328777
6 89773 5.399438276220517
6 1221 5.397054305890222
6 114701 5.388794161850291
6 41126 5.387361201418321
6 73922 5.380465479950679
6 128197 5.377882439642376
6 17803 5.368512591496674
6 31905 5.339689785159157
6 63161 5.330606703379713
6 69785 5.309683011135272
6 109881 5.303334058114906
6 114723 5.293498964324066
6 24872 5.269038047518868
6 12569 5.263701106590069
6 98680 5.256053622574186
6 27250 5.248067814021262
6 34508 5.247237571462064
6 117275 5.2393394906489785
6 114725 5.23516669757184
7 97931 4.292701981059895
7 122638 4.218105192754076
7 97910 4.113982084274859
7 111140 4.105077744808898
7 2303 4.085574272807045
7 30866 4.080315543258116
7 97922 4.07374665313974
7 96895 4.0713468405556785
7 97864 4.065040538963162
7 123687 4.053037004762933
7 73947 4.042824121322179
7 76002 4.036504442506853
7 101843 4.021132064818724
7 46243 4.010723702030985
7 97875 3.992029701809574
7 109453 3.9856120610954426
7 114701 3.983931999265094
7 32410 3.983063797479827
7 97919 3.978465359912576
7 102352 3.971841119330773
7 1266 3.9653825174009882
7 2255 3.9636499539253274
7 105251 3.9628605218308106
7 111139 3.9615978863238053
7 58919 3.9461010793556244
8 97922 6.285388631899357
8 123687 6.240131883387449
